"region","population","sex","age","education","income","statusquo","vote"
"SA",250000,"M",40,"S",7500,-0.6577,NA
"SA",250000,"F",49,"P",35000,-1.29617,"N"
"SA",250000,"F",18,"S",15000,1.25462,"Y"
"SA",250000,"M",23,"S",NA,-1.26942,"N"
"SA",250000,"F",44,"P",7500,-1.29617,"N"
"SA",250000,"F",23,"S",7500,-1.29617,"N"
"SA",250000,"F",37,"S",15000,-0.88301,"U"
"SA",250000,"M",48,"P",NA,1.45187,"Y"
"SA",250000,"M",65,"S",35000,-1.25656,"N"
"SA",250000,"M",53,"PS",NA,0.5445,"U"
"SA",250000,"F",47,"S",75000,0.8666,"Y"
"SA",250000,"F",18,"S",75000,0.88085,"Y"
"SA",250000,"M",26,"PS",NA,-1.29617,"N"
"SA",250000,"F",68,"P",15000,-0.94732,"Y"
"SA",250000,"F",34,"S",15000,-0.13523,"N"
"SA",250000,"M",19,"PS",15000,-0.43799,"U"
"SA",250000,"F",37,"P",35000,-1.06713,"N"
"SA",250000,"M",46,"S",15000,-0.03259,"U"
"SA",250000,"F",56,"P",7500,-1.08236,"A"
"SA",250000,"M",43,"P",15000,1.31037,"U"
"SA",250000,"F",24,"PS",35000,-0.27129,"U"
"SA",250000,"M",40,"P",7500,-0.7414,"Y"
"SA",250000,"M",23,"S",7500,-0.69755,NA
"SA",250000,"F",45,"S",15000,-0.23627,"U"
"SA",250000,"F",70,"S",NA,1.50394,"Y"
"SA",250000,"M",46,"PS",125000,0.35459,"Y"
"SA",250000,"F",25,"S",15000,0.46676,"U"
"SA",250000,"M",23,"S",75000,-1.06529,"N"
"SA",250000,"F",39,"S",35000,-0.32437,"U"
"SA",250000,"M",70,"S",35000,-0.96744,"N"
"SA",250000,"M",21,"PS",15000,-0.57825,"N"
"SA",250000,"M",64,"S",35000,-1.29617,"N"
"SA",250000,"F",18,"S",7500,0.30916,"N"
"SA",250000,"M",60,"S",35000,-0.99525,"N"
"SA",250000,"M",21,"S",35000,-0.15297,"N"
"SA",250000,"F",29,"PS",15000,1.11064,"Y"
"SA",250000,"F",36,"S",35000,0.28844,"Y"
"SA",250000,"F",62,"S",15000,1.35,"Y"
"SA",250000,"M",40,"PS",15000,-1.1464,"A"
"SA",250000,"F",44,"P",7500,1.20702,"Y"
"SA",250000,"F",21,"S",35000,-1.25795,"N"
"SA",250000,"M",34,"S",15000,-0.77873,"N"
"SA",250000,"M",39,NA,NA,1.00817,"Y"
"M",62500,"M",52,"P",35000,1.5877,"Y"
"M",62500,"F",33,"P",125000,1.59296,"Y"
"M",62500,"F",36,"PS",15000,1.28539,"Y"
"M",62500,"F",60,"P",2500,0.14736,"Y"
"M",62500,"M",32,"P",7500,0.62706,"A"
"M",62500,"M",34,"S",15000,1.47693,"Y"
"M",62500,"F",29,"P",15000,0.96567,"Y"
"M",62500,"F",32,"P",2500,-1.16306,"N"
"M",62500,"F",46,"P",7500,-1.22114,"Y"
"M",62500,"M",51,"S",7500,1.5877,NA
"M",62500,"M",39,"S",35000,0.76436,"Y"
"M",62500,"M",24,"S",NA,0.13073,NA
"M",62500,"F",22,"S",35000,-0.70446,"N"
"M",62500,"M",60,"S",15000,-1.29617,"N"
"M",62500,"F",38,"P",15000,1.28086,"Y"
"M",62500,"M",27,"P",15000,-1.22876,"N"
"M",62500,"M",56,"S",15000,0.16247,NA
"M",62500,"F",37,"P",15000,0.72189,"U"
"M",62500,"M",25,"S",7500,0.83264,"Y"
"M",62500,"F",34,"S",35000,0.70951,NA
"M",15000,"F",45,"P",15000,0.7318,NA
"M",15000,"M",45,"S",35000,0.149,NA
"M",15000,"F",18,"S",35000,1.28615,"Y"
"M",15000,"M",19,"S",NA,1.21003,"U"
"M",15000,"F",35,"P",7500,0.28762,"U"
"M",15000,"M",18,"S",35000,-0.50889,"Y"
"M",15000,"F",44,"P",NA,-0.38686,"U"
"M",15000,"M",33,"S",35000,-0.71349,NA
"M",15000,"F",19,"S",NA,-0.57723,"U"
"M",15000,"M",65,"P",35000,0.43236,"Y"
"M",15000,"M",54,"P",35000,0.73822,"U"
"M",15000,"F",45,"S",15000,1.08531,"U"
"M",15000,"M",60,"P",15000,0.38846,NA
"M",15000,"M",26,"S",15000,-1.08862,"N"
"M",15000,"F",26,"PS",35000,-1.29617,"N"
"M",15000,"F",33,"P",7500,0.12468,"U"
"M",15000,"F",38,"S",7500,-0.63807,NA
"M",15000,"F",57,"P",2500,-0.15649,"U"
"M",15000,"M",24,"S",15000,-0.59665,NA
"M",15000,"M",36,"S",NA,-0.57165,"N"
"M",25000,"M",41,"P",NA,-1.30045,"U"
"M",25000,"M",32,"S",NA,0.75873,"Y"
"M",25000,"M",21,"S",15000,0.80466,"U"
"M",25000,"F",40,"S",35000,-0.67588,"N"
"M",25000,"F",35,"P",15000,1.41575,"U"
"M",25000,"F",19,"P",7500,-0.5399,"N"
"M",25000,"F",26,"S",15000,-0.52483,"U"
"M",25000,"F",68,"P",35000,1.12768,"U"
"M",25000,"M",25,"S",7500,0.08413,"A"
"M",25000,"M",60,"P",35000,-0.98577,"N"
"M",25000,"F",19,"S",7500,0.13353,NA
"M",25000,"M",32,"P",35000,1.29393,"Y"
"M",25000,"F",42,"P",7500,1.43577,"Y"
"M",25000,"M",42,"P",15000,-0.82448,NA
"M",25000,"M",47,"P",35000,-0.11712,NA
"M",25000,"F",20,"S",15000,1.61371,"U"
"M",25000,"F",55,"P",7500,-0.33917,"Y"
"M",25000,"F",47,"P",15000,0.78755,"U"
"M",25000,"M",45,"P",15000,0.82865,NA
"M",25000,"M",27,"S",7500,-1.74401,NA
"M",87500,"F",55,"S",35000,1.44322,"Y"
"M",87500,"M",27,"S",75000,1.24288,"N"
"M",87500,"F",40,"S",15000,-0.09014,"Y"
"M",87500,"M",42,"S",75000,-0.43601,"N"
"M",87500,"F",21,"S",35000,0.95741,"Y"
"M",87500,"M",18,"S",15000,0.16797,"N"
"M",87500,"M",38,"P",15000,1.33029,"U"
"M",87500,"F",22,"P",35000,0.33831,"U"
"M",87500,"F",67,"P",7500,-1.29617,"N"
"M",87500,"M",33,"P",15000,-1.02512,"Y"
"M",87500,"M",42,"PS",125000,1.318,"Y"
"M",87500,"F",27,"S",35000,1.47693,"Y"
"M",87500,"F",36,"PS",75000,1.29875,"Y"
"M",87500,"F",20,"PS",75000,-0.6093,"U"
"M",87500,"M",21,"S",75000,-0.49903,"N"
"M",87500,"M",26,"S",15000,0.51739,"Y"
"M",87500,"M",38,"P",7500,-1.19458,"U"
"M",87500,"F",41,"P",35000,1.54243,"Y"
"M",87500,"F",57,"P",35000,1.54947,"Y"
"M",87500,"F",21,"P",35000,1.35,"Y"
"M",15000,"M",34,"P",15000,-1.33066,"N"
"M",15000,"M",51,"P",7500,-1.25795,"N"
"M",15000,"F",25,"P",2500,0.35489,"Y"
"M",15000,"F",55,"P",15000,-0.58617,NA
"M",15000,"M",46,"P",15000,1.43143,NA
"M",15000,"F",62,"P",15000,1.44059,"Y"
"M",15000,"M",32,"S",15000,1.51655,"Y"
"M",15000,"F",43,"P",35000,-0.17755,"Y"
"M",15000,"M",56,"P",15000,1.46057,"Y"
"M",15000,"F",22,"S",75000,0.87335,NA
"M",15000,"M",20,"P",35000,0.85425,"Y"
"M",15000,"F",21,"S",35000,1.22231,"Y"
"M",15000,"F",19,"P",2500,-0.33442,"U"
"M",15000,"F",41,"P",7500,-0.61449,"U"
"M",15000,"M",42,"S",35000,-0.00233,"U"
"M",15000,"M",42,"P",15000,-1.26247,"N"
"M",15000,"F",28,"P",15000,1.3295,"Y"
"M",15000,"F",44,"P",75000,1.42045,"Y"
"M",15000,"M",21,"S",75000,0.18315,NA
"M",15000,"M",20,"PS",35000,1.38179,"Y"
