"votebiden","feel_biden","feel_trump","feel_fauci","feel_feminists","feel_unions","feel_bigbusiness","feel_gay","feel_muslim","feel_christian","feel_jewish","feel_police","feel_scientists","feel_nra","feel_fbi","feel_rural","feel_cdc"
0,50,85,50,50,60,30,50,40,85,70,85,50,85,85,100,50
0,15,95,25,30,20,25,0,15,95,100,95,50,95,50,50,25
0,0,100,60,2,20,90,50,50,90,90,90,90,95,60,95,60
0,60,0,85,100,100,100,100,100,100,100,100,100,100,100,100,100
0,0,95,10,50,85,10,95,70,90,95,95,85,85,80,85,60
1,100,50,100,70,85,100,30,60,100,40,100,100,50,100,100,100
0,15,80,60,45,35,80,70,70,70,90,95,85,85,50,95,85
1,40,15,50,40,50,30,50,50,40,50,40,50,50,50,50,50
1,85,30,70,50,60,60,50,50,85,85,85,70,60,70,50,60
1,60,30,70,50,60,30,50,50,85,50,70,70,85,70,85,60
0,0,60,85,40,50,50,30,30,100,85,100,85,100,100,85,70
0,0,85,50,15,30,15,50,50,100,70,70,70,85,50,50,30
1,85,0,50,80,80,70,80,70,80,80,70,80,70,70,70,60
1,85,0,100,50,70,60,50,50,85,50,85,100,40,85,50,100
1,60,0,30,85,70,30,100,70,50,85,60,85,0,60,50,40
0,30,100,85,15,70,70,60,35,100,100,100,100,50,30,85,60
0,0,100,50,70,50,50,40,15,100,85,85,85,85,85,100,85
1,70,30,100,85,70,30,100,85,40,100,40,100,15,70,60,100
1,85,0,100,85,50,15,100,85,5,100,5,100,0,65,10,75
0,0,100,70,0,0,85,50,30,100,100,100,100,70,0,100,50
1,70,0,100,85,50,50,85,60,50,70,100,85,100,100,50,100
0,0,100,0,50,50,70,50,50,100,50,100,100,100,50,100,100
1,60,0,80,100,100,30,85,90,80,100,15,90,0,50,50,80
1,85,0,100,70,85,60,60,50,50,50,100,100,0,100,85,100
0,100,100,0,0,0,50,70,0,85,50,95,50,100,50,85,50
1,70,30,75,70,50,40,80,80,80,80,70,75,30,60,80,55
0,0,100,0,0,30,30,50,30,100,50,100,30,100,40,60,0
0,0,60,0,50,50,50,50,50,50,50,70,75,90,0,100,50
0,0,100,50,50,50,50,40,50,50,50,100,40,85,85,60,15
1,70,0,100,70,50,50,85,50,0,70,15,100,15,50,60,100
0,0,100,0,0,50,0,50,50,100,50,100,50,100,0,100,0
1,100,0,100,100,50,60,60,0,75,60,75,75,0,70,100,100
0,0,100,15,15,15,40,15,15,100,85,100,40,85,60,85,15
0,40,70,20,30,50,10,100,100,100,100,70,70,70,40,50,70
0,16,100,50,50,50,40,50,50,60,30,50,60,60,50,50,60
1,85,0,100,70,60,0,70,50,30,70,40,85,0,50,50,60
1,85,0,100,90,60,35,90,100,80,85,65,90,0,70,85,85
0,0,85,40,50,40,70,100,70,100,100,85,70,85,60,70,70
1,70,0,70,60,70,30,50,50,50,85,85,100,30,85,70,70
0,40,60,50,50,15,60,50,50,60,50,70,85,50,50,50,85
0,0,85,50,40,20,80,50,40,40,40,85,40,85,85,85,60
1,100,0,100,70,30,15,100,100,100,40,85,100,0,100,100,100
1,70,0,100,60,85,15,50,80,40,50,15,100,0,40,50,85
1,100,0,85,0,60,50,70,100,50,85,30,70,50,50,70,70
1,100,0,100,75,78,60,100,0,85,100,50,100,45,60,100,100
1,70,0,85,60,85,15,70,60,40,70,30,100,0,50,70,70
1,85,0,85,85,60,60,85,100,85,100,85,85,30,85,85,85
0,30,80,85,75,75,80,60,40,70,85,85,85,70,60,50,85
0,20,70,50,50,50,60,50,50,50,50,70,60,50,60,50,60
1,85,0,100,40,50,15,50,50,50,50,70,60,40,70,85,85
0,15,60,30,30,70,0,0,40,60,70,100,70,85,15,85,30
0,0,100,20,100,0,80,100,100,100,100,100,100,100,65,100,50
0,0,100,40,40,30,40,50,50,50,50,60,85,50,30,85,50
1,85,0,85,85,50,50,70,85,85,70,40,60,0,50,60,60
1,90,0,95,50,88,30,70,40,65,85,70,70,2,0,50,68
1,75,0,90,30,40,30,50,50,15,50,70,85,20,50,50,60
1,85,0,100,70,85,30,85,70,85,70,40,100,15,70,40,100
1,86,0,100,100,50,40,100,86,70,100,60,100,0,85,100,15
1,100,0,100,100,85,30,100,100,100,100,70,100,30,100,100,100
1,50,0,100,50,60,0,50,50,50,50,50,100,30,75,50,80
1,40,1,85,85,60,65,85,85,85,85,60,85,15,90,85,100
1,100,0,100,100,95,5,100,100,35,100,30,100,0,50,45,60
0,0,100,5,10,5,60,50,35,100,50,95,10,70,50,90,50
0,50,70,50,50,0,50,70,50,70,70,100,85,70,60,70,70
1,70,0,40,50,60,30,60,70,85,15,15,60,15,30,70,60
1,85,0,100,85,70,15,100,100,85,100,40,100,50,60,60,100
1,70,0,90,60,95,51,70,65,40,100,49,95,15,50,50,85
0,15,70,30,15,30,50,50,50,85,85,100,50,30,40,100,30
0,0,100,0,0,50,50,50,50,100,50,100,75,100,50,100,0
1,80,5,90,50,40,70,70,50,50,40,50,75,35,50,45,50
1,85,0,98,90,60,70,95,50,45,50,90,100,0,90,50,100
0,15,100,40,50,60,40,50,50,85,70,100,60,70,40,100,40
1,80,0,100,100,60,40,50,50,60,50,70,90,10,70,70,100
0,0,100,15,15,15,15,70,50,50,60,85,50,85,30,85,30
0,0,70,50,50,60,35,85,50,100,60,55,60,80,80,90,70
1,100,0,100,100,100,60,100,100,60,100,60,100,0,85,85,70
0,0,85,60,50,50,50,15,0,100,50,70,50,50,50,85,50
0,0,100,15,0,0,40,0,50,100,85,100,50,100,15,100,60
1,85,0,100,90,75,75,80,75,80,80,75,90,40,85,70,90
1,90,0,85,100,55,60,85,85,50,100,60,85,15,60,40,65
0,30,70,30,50,60,50,50,50,50,85,70,50,70,30,85,30
1,90,0,100,75,100,30,90,50,80,95,100,100,75,90,95,100
1,100,0,100,50,60,30,50,50,30,60,50,100,30,50,60,30
0,0,100,100,60,50,51,0,0,100,100,100,80,60,80,60,100
0,60,40,85,60,40,50,50,50,85,50,60,85,50,60,60,60
1,85,0,100,85,65,10,95,65,70,90,80,100,0,90,50,90
1,100,0,100,50,100,40,40,50,70,100,85,100,0,85,100,100
1,70,0,85,100,70,15,100,70,60,85,30,100,0,85,40,85
1,27,40,80,33,60,7,50,50,100,50,63,54,68,41,100,65
0,0,100,10,30,10,10,50,75,80,75,90,85,90,50,85,10
0,40,40,50,40,50,50,50,50,100,50,70,50,50,50,100,50
0,100,70,85,100,90,60,15,0,100,100,90,100,70,75,85,85
0,0,100,70,0,80,70,50,0,100,50,100,80,100,80,100,30
1,100,0,100,50,70,50,70,70,70,70,60,100,0,70,40,50
0,40,100,50,50,50,50,50,50,85,85,100,60,70,40,70,60
1,85,0,100,50,50,35,50,50,50,50,70,90,45,80,50,100
1,100,0,100,30,70,20,70,80,50,70,50,100,0,50,60,100
0,0,100,0,50,50,0,50,0,50,100,100,50,100,0,100,0
0,85,100,30,70,50,50,90,90,90,90,90,65,90,60,90,75
0,0,100,0,85,50,80,90,50,90,50,100,70,85,60,90,60
0,0,40,30,40,0,15,50,30,100,100,100,60,30,30,100,50
1,85,0,85,100,85,40,100,70,60,70,30,85,15,60,15,100
1,60,15,50,40,60,50,50,50,100,50,85,100,50,70,50,50
1,70,0,90,80,70,50,100,40,10,30,60,100,10,30,50,90
0,0,100,25,50,50,50,50,50,50,50,100,50,100,100,100,50
1,100,0,100,100,60,0,100,70,40,100,60,100,40,70,85,100
1,70,0,100,50,60,60,85,0,0,0,100,100,50,100,70,70
1,90,0,95,70,95,20,90,90,60,85,90,90,10,90,70,60
1,100,0,100,40,50,15,40,40,40,40,50,85,0,60,50,85
0,40,60,50,40,40,40,50,50,50,50,85,50,50,50,85,50
0,15,85,40,50,60,50,50,50,85,85,85,50,85,70,85,50
0,0,85,40,40,50,50,50,30,95,80,90,75,75,50,75,75
0,15,70,15,50,15,50,50,50,85,50,85,50,60,50,70,30
0,30,85,75,90,15,85,95,100,85,100,85,100,90,70,90,90
0,0,100,50,30,60,60,15,40,100,100,100,70,100,60,100,40
1,70,15,100,50,50,45,50,50,50,50,60,85,30,80,50,85
1,85,15,60,85,50,60,85,70,60,70,60,70,30,85,60,60
1,85,15,85,50,60,40,50,50,85,60,50,60,15,50,50,60
1,85,0,70,60,50,70,70,70,60,70,60,60,50,50,50,60
0,70,70,85,50,30,0,60,0,60,40,60,70,100,40,70,60
1,30,0,70,100,100,0,100,100,0,100,0,100,0,15,15,70
0,0,90,0,40,20,55,50,50,60,60,70,15,60,20,80,0
1,85,15,69,85,100,100,50,100,100,100,100,100,50,100,50,100
0,0,100,30,50,85,0,70,50,50,50,100,85,100,85,50,100
0,40,40,85,40,50,40,50,50,50,50,60,100,50,70,50,85
1,90,0,95,90,75,60,75,60,60,60,90,100,0,80,80,90
0,0,30,0,100,0,50,100,50,100,100,100,100,50,85,50,30
0,0,100,50,15,40,50,50,50,85,70,85,60,70,50,85,50
1,85,15,70,85,50,40,85,100,85,100,60,85,40,60,70,70
1,100,0,50,50,85,50,50,50,60,50,70,50,0,70,50,100
1,100,0,100,100,85,60,100,100,15,100,60,100,0,60,85,100
1,80,0,100,100,85,15,100,80,90,90,70,90,0,40,40,100
1,70,0,60,50,60,50,70,70,70,60,60,70,50,50,50,60
1,85,0,100,100,60,70,100,50,50,85,85,100,15,85,50,85
1,100,0,100,90,50,0,85,50,75,100,85,85,0,85,90,90
1,70,0,85,70,50,50,85,85,70,85,30,85,15,85,50,85
1,100,0,100,70,85,30,70,85,85,100,70,100,0,85,50,100
1,85,0,100,100,70,15,100,100,40,85,15,100,0,40,50,85
1,95,0,50,0,0,50,50,50,50,50,50,90,0,50,100,50
1,100,30,100,100,60,60,100,50,50,50,100,100,40,100,100,100
0,22,60,50,40,65,50,50,50,65,50,100,50,90,85,70,65
1,100,0,100,100,100,60,85,85,70,85,85,100,0,50,85,85
0,0,85,30,50,70,30,50,50,100,60,100,40,50,85,50,30
0,0,100,0,0,50,100,0,0,100,100,100,30,100,0,100,30
0,10,90,100,70,50,60,90,49,100,99,98,100,50,60,98,100
0,0,100,0,0,85,50,0,0,50,50,100,70,100,85,50,50
1,70,0,70,60,60,30,85,40,60,100,85,100,30,100,50,70
0,50,60,60,50,50,50,50,50,50,50,60,50,50,50,50,50
1,85,15,70,50,50,60,60,50,100,70,70,50,50,50,60,85
1,90,0,100,80,80,30,80,60,60,80,70,100,0,60,50,50
0,30,100,60,40,40,60,60,60,85,70,85,70,85,40,70,40
1,85,0,100,90,85,40,100,100,70,90,70,100,0,90,80,100
0,50,40,60,60,40,50,40,50,85,70,85,70,70,70,85,50
1,60,0,95,94,98,0,100,80,1,93,1,99,0,3,88,92
0,0,100,15,30,40,70,70,15,100,85,85,60,100,40,85,40
0,50,60,85,60,50,40,40,30,85,60,40,85,40,50,85,85
1,85,0,100,90,90,50,100,90,90,100,60,85,0,85,60,80
1,60,0,70,100,70,60,100,90,75,95,50,85,30,50,40,60
0,0,85,0,40,30,70,60,30,85,85,85,70,85,40,85,60
0,15,60,30,50,60,60,50,15,60,60,70,30,70,70,70,30
1,85,0,85,100,85,40,100,70,50,100,40,100,50,50,50,85
1,70,0,85,55,55,60,85,50,35,50,70,70,30,55,60,70
1,100,0,100,100,70,0,100,100,55,100,80,100,0,60,98,100
1,85,15,70,70,60,30,15,85,70,85,60,85,50,30,70,85
0,30,10,100,10,25,75,40,40,50,60,85,85,10,85,60,90
0,0,100,50,0,100,100,50,50,50,50,100,100,100,50,100,0
1,85,0,100,60,70,40,50,60,60,60,70,85,0,85,70,60
1,100,0,100,100,85,0,100,70,40,100,30,100,0,60,30,60
1,60,0,85,50,60,50,100,70,70,100,70,70,30,100,85,100
0,50,30,100,50,30,50,50,50,70,50,40,100,30,40,85,85
0,0,100,50,0,70,70,50,0,100,50,85,85,85,70,85,60
0,0,99,70,20,0,85,50,50,95,50,90,65,95,40,70,70
0,0,100,0,0,30,40,40,30,70,50,85,40,70,40,85,30
1,100,0,50,100,100,50,100,100,50,100,100,100,85,100,50,100
0,40,60,30,40,50,50,40,70,90,70,85,60,50,50,80,50
0,50,85,60,30,100,0,0,50,50,50,100,100,100,30,100,100
0,0,100,30,40,40,100,30,60,85,85,100,70,100,40,100,85
1,85,15,85,70,70,50,70,70,85,85,70,85,50,85,40,60
1,85,0,100,90,90,40,75,85,85,100,85,100,0,70,50,100
0,0,100,15,30,50,50,50,50,85,70,100,50,100,15,85,50
1,65,2,65,100,80,35,70,70,50,70,45,90,40,60,55,80
1,100,0,100,70,100,40,85,70,50,85,70,100,15,60,50,100
1,85,0,100,85,50,40,70,50,70,85,85,100,15,50,85,70
1,100,0,100,90,75,30,85,70,70,70,75,100,20,75,80,90
1,70,0,85,70,85,30,50,60,70,60,60,85,0,60,40,70
1,85,30,85,60,85,60,100,100,60,100,70,100,20,85,85,100
1,85,0,85,70,70,15,70,70,50,70,70,85,30,70,50,70
1,85,0,100,85,70,60,85,70,70,100,85,100,0,85,85,100
0,0,100,85,0,70,85,50,50,100,100,100,100,100,100,100,100
0,0,100,15,15,40,40,40,85,100,85,100,85,100,100,100,30
1,85,0,100,60,100,15,100,70,70,85,40,100,0,60,30,100
1,50,30,100,30,40,50,50,100,15,60,50,50,15,50,50,50
0,0,85,15,50,15,15,0,0,100,100,85,50,85,50,100,50
1,100,0,100,85,100,85,70,100,100,100,100,100,0,100,100,100
0,0,100,0,0,60,60,0,0,60,85,100,85,88,0,85,40
1,100,0,85,85,40,50,60,60,40,60,85,40,0,85,50,100
1,85,0,100,60,50,30,50,50,50,50,70,80,40,50,50,70
1,70,0,100,100,0,50,100,85,50,100,70,100,0,50,50,70
0,15,100,50,30,70,85,50,50,85,50,85,85,85,70,100,70
1,100,0,100,50,100,100,100,100,100,100,85,100,50,50,50,100
0,0,100,15,15,30,15,15,0,85,70,100,30,70,60,85,60
0,0,50,40,70,20,40,85,85,85,100,100,85,60,50,85,50
1,85,0,85,100,70,60,100,70,70,70,70,85,30,60,50,85
1,100,0,100,85,100,30,100,100,100,85,85,100,0,85,40,85
0,0,100,0,0,0,50,0,50,0,50,80,85,60,60,50,100
0,30,100,50,60,60,40,50,60,85,70,85,70,85,70,85,70
0,15,100,40,0,50,50,50,50,50,50,100,50,50,50,50,0
1,65,0,75,100,100,0,100,80,30,100,0,90,0,10,50,90
0,40,75,40,75,60,45,85,85,65,90,70,90,90,60,100,45
0,0,100,50,50,50,50,50,50,50,50,100,50,50,50,50,50
0,5,20,60,0,30,35,40,40,85,60,85,30,70,55,85,60
1,100,0,100,85,60,60,85,60,50,85,60,85,15,65,60,85
1,70,0,0,60,60,40,85,70,50,100,30,40,60,50,50,60
0,30,100,40,20,35,40,65,40,80,70,65,50,90,40,95,75
0,70,40,100,50,50,15,60,60,100,70,70,85,15,60,50,85
0,85,70,70,0,50,80,0,0,100,50,95,90,60,70,60,90
1,8,0,7,85,30,30,85,85,85,85,40,70,0,50,50,70
0,60,85,60,30,30,50,50,15,85,100,70,40,100,40,85,50
0,0,100,100,50,50,50,50,0,100,100,100,100,100,100,100,100
0,0,70,15,50,15,50,50,40,100,100,100,40,60,85,100,15
0,15,60,40,30,60,50,15,100,100,100,80,30,100,60,85,50
1,70,15,85,85,60,30,75,85,40,100,15,90,30,50,60,90
1,50,25,100,50,10,90,50,50,60,45,40,85,20,60,80,85
0,0,100,0,30,70,50,85,70,85,70,100,85,85,50,100,50
1,40,0,85,60,40,30,70,60,40,50,15,85,40,40,40,40
1,95,0,95,40,60,60,85,85,100,100,70,85,60,85,100,85
1,60,0,60,95,50,30,100,80,55,100,30,70,30,40,30,70
1,70,15,85,70,40,50,85,50,50,85,60,100,50,85,60,70
0,0,85,50,50,60,15,50,50,70,70,70,60,85,30,85,50
1,85,0,100,85,40,30,50,49,50,70,85,100,30,85,70,85
0,50,85,60,50,50,60,60,50,85,70,85,70,60,50,85,70
1,70,0,100,50,60,40,100,50,50,50,70,85,30,60,50,85
1,60,15,70,60,60,70,50,50,70,50,60,70,60,70,50,70
1,60,40,50,15,50,50,70,40,85,70,70,70,40,50,50,60
1,100,0,100,85,70,60,85,70,70,85,85,100,0,85,70,85
1,85,15,100,100,100,70,100,100,85,100,60,100,70,100,85,85
1,80,1,100,60,50,50,60,60,55,55,65,95,5,60,90,55
1,100,0,100,100,75,0,100,100,50,100,50,100,0,50,50,75
0,15,75,70,30,40,65,80,70,75,80,90,50,65,25,80,75
0,0,100,10,0,0,50,50,50,100,50,100,50,100,0,100,20
1,70,0,100,100,50,0,100,85,70,85,15,100,0,60,85,100
1,80,0,100,60,70,10,30,60,65,80,75,40,0,50,60,90
0,0,85,15,15,50,40,0,50,85,50,100,40,85,70,85,30
0,0,100,30,70,100,40,100,70,50,100,100,85,100,100,100,40
1,70,0,85,70,55,30,85,65,0,70,35,100,10,50,45,55
0,20,100,30,65,50,50,50,50,100,50,70,50,85,50,90,60
0,15,85,60,40,30,60,70,60,60,60,70,60,70,30,70,60
1,50,30,40,40,50,50,40,50,50,50,40,50,50,50,50,40
1,70,0,100,70,70,50,85,60,85,70,30,100,30,85,50,100
1,100,0,100,100,85,40,100,85,85,100,70,100,40,85,85,100
1,100,0,100,70,85,70,100,60,50,85,85,100,0,85,50,85
1,100,15,100,50,25,50,0,0,100,85,65,100,85,90,75,45
1,90,0,100,100,80,20,100,100,30,100,60,100,0,60,50,100
0,0,95,40,0,10,80,40,30,90,85,95,70,95,50,85,35
0,0,100,10,20,20,50,0,0,100,90,85,30,100,40,100,40
0,30,100,60,70,70,85,15,40,85,85,85,85,85,15,85,85
1,85,15,100,70,85,60,70,70,60,85,60,85,15,70,85,85
0,0,100,0,0,15,100,0,0,100,100,85,40,100,40,100,15
1,70,0,100,50,50,0,50,50,100,100,50,100,100,100,100,85
1,85,0,100,85,40,40,70,60,60,70,70,85,30,70,85,85
1,70,0,85,60,70,40,50,60,70,50,60,70,0,60,60,40
1,100,0,85,100,70,15,85,100,70,85,30,100,0,70,50,60
1,100,0,100,70,70,40,100,70,30,100,60,100,0,85,70,85
1,15,0,30,100,100,0,100,100,100,100,0,100,0,0,100,85
1,100,0,100,85,85,0,85,60,50,100,40,100,0,70,50,85
1,85,30,85,80,85,60,70,80,100,80,75,90,50,85,70,85
0,0,100,100,85,85,85,85,85,100,100,100,100,100,85,100,85
0,15,85,15,30,85,70,50,15,85,50,100,85,85,70,70,60
1,100,0,100,85,70,15,100,60,60,100,70,100,0,100,70,100
1,40,0,50,50,30,0,100,85,0,50,0,85,0,20,30,60
0,60,80,50,90,60,15,70,20,70,50,90,80,80,70,70,80
0,0,100,0,50,30,50,50,0,100,100,100,50,100,30,100,0
0,50,60,85,70,50,15,70,60,85,85,85,100,0,100,85,85
0,0,85,15,40,40,70,50,60,100,85,85,50,50,30,85,50
1,75,0,95,65,45,40,50,50,37,45,35,90,15,80,30,45
0,0,100,50,50,50,85,0,0,50,0,100,100,50,85,50,75
0,0,85,60,40,0,50,85,85,100,100,100,85,100,100,100,70
1,85,0,100,85,60,30,85,100,60,85,40,100,0,60,15,70
0,15,85,60,60,70,70,50,50,60,50,85,70,85,85,85,85
0,40,85,50,50,60,60,70,70,85,85,100,60,85,60,100,70
1,65,0,100,95,50,0,100,85,30,85,5,100,0,40,35,85
1,100,30,85,100,100,100,100,100,100,50,40,100,100,100,100,85
1,85,15,100,15,50,40,0,15,85,50,15,85,50,15,60,70
0,30,70,50,70,70,70,70,50,70,60,100,70,70,70,85,70
0,50,85,60,40,15,60,40,50,85,70,85,70,60,60,85,50
0,0,100,15,0,40,50,60,60,100,60,100,70,100,40,100,40
0,15,100,60,40,50,85,15,50,100,70,100,85,85,70,100,60
0,0,100,0,70,60,15,70,50,0,50,60,70,70,40,60,0
0,40,70,70,40,40,40,40,40,85,85,85,70,60,60,85,70
0,20,93,78,50,50,90,35,55,100,85,90,70,85,80,88,78
0,30,50,70,0,30,30,40,50,50,50,50,50,50,50,60,50
0,30,70,50,15,70,15,50,30,70,50,70,70,85,70,100,40
1,70,0,100,85,50,10,100,50,10,50,70,85,0,70,60,80
1,40,10,50,10,55,35,50,45,50,70,25,90,35,45,50,70
0,30,90,50,60,90,50,50,50,90,50,95,90,85,90,90,90
0,30,40,70,30,30,0,50,50,50,50,60,50,50,50,50,70
1,85,0,100,50,85,85,50,50,100,70,70,85,85,85,100,85
0,0,80,40,50,15,80,0,15,85,80,90,50,50,40,100,60
0,15,85,40,70,85,70,60,15,85,85,85,70,70,70,85,60
0,0,100,30,70,50,70,30,15,100,70,100,60,100,70,100,60
1,70,85,100,60,60,30,50,50,40,70,40,70,60,60,60,70
1,15,0,40,40,0,15,50,50,50,50,15,60,10,10,10,0
0,0,85,60,30,30,50,85,85,100,85,85,70,85,70,100,60
0,40,40,70,30,50,50,50,50,50,50,85,60,60,50,70,30
0,0,100,70,40,30,70,60,60,85,85,85,85,60,40,85,60
1,100,0,100,85,50,50,85,50,30,100,60,100,0,100,40,100
1,85,0,100,90,85,30,90,60,90,60,85,95,0,90,50,90
1,90,0,100,85,70,60,85,85,85,85,90,85,70,80,85,85
1,85,15,100,50,100,15,85,100,100,100,60,100,60,50,100,60
0,30,100,50,15,40,85,70,50,100,85,100,85,85,85,85,85
0,0,100,15,60,15,60,0,30,100,85,100,70,85,100,100,70
1,95,0,100,70,50,40,70,70,40,90,40,100,1,70,80,75
1,85,0,60,100,90,85,0,50,100,85,85,85,70,85,95,75
1,85,0,90,85,75,40,80,80,80,85,65,90,15,75,55,80
0,15,30,60,50,30,100,70,70,70,70,60,100,70,100,50,40
1,70,0,100,70,15,50,70,50,60,70,70,85,0,50,50,60
1,75,10,85,50,10,0,80,50,50,70,65,100,0,60,0,100
0,50,85,60,60,60,85,100,85,100,100,100,100,100,100,100,100
1,100,0,100,100,100,70,85,85,100,85,70,100,0,85,100,100
1,100,0,100,70,100,85,100,50,100,40,70,100,0,100,70,85
1,85,5,80,90,60,30,85,75,70,75,40,70,20,50,40,60
1,85,0,100,60,60,60,100,60,40,60,60,100,30,70,60,45
0,30,85,50,50,50,85,50,50,100,100,50,44,51,50,90,55
0,30,100,80,50,15,70,100,85,50,100,100,100,100,60,100,100
1,100,0,100,100,100,50,85,70,50,85,85,100,0,70,100,100
1,85,0,85,95,70,50,100,95,60,95,40,95,30,50,40,80
1,80,0,80,70,80,30,50,40,100,50,50,70,0,50,50,100
1,75,0,95,15,85,5,65,30,15,30,15,95,5,90,15,60
0,0,100,5,10,20,50,100,100,100,100,90,75,100,0,100,80
0,0,100,0,50,50,60,50,50,50,50,90,100,100,85,50,90
1,70,0,70,50,50,30,50,50,40,50,60,60,0,50,40,60
0,30,55,50,40,40,60,100,70,100,100,100,60,50,100,100,100
0,15,85,50,40,60,70,50,50,85,70,85,70,60,40,85,70
1,100,0,100,100,85,15,85,50,30,50,60,100,0,85,40,100
1,50,30,80,30,40,30,50,50,50,50,70,80,0,70,60,70
1,85,0,100,70,70,70,60,70,70,85,85,85,70,85,85,85
0,0,100,30,40,75,50,100,100,70,100,85,50,100,80,100,60
1,100,0,100,100,70,70,85,100,100,100,70,100,0,70,15,100
0,0,85,0,50,50,85,0,30,100,85,100,40,100,80,100,50
1,85,0,100,85,70,70,85,70,70,70,85,85,70,70,85,85
1,70,0,70,85,70,40,100,85,85,100,85,85,40,50,60,70
1,90,0,100,50,60,55,50,50,50,50,50,90,0,45,50,75
0,50,70,60,70,70,70,70,60,85,70,85,85,70,70,85,70
0,40,100,40,30,50,30,50,50,60,50,85,85,70,60,60,40
0,30,40,85,60,50,50,70,60,70,60,70,85,50,70,85,60
0,40,70,70,50,50,85,50,40,70,100,85,85,70,85,100,85
0,0,85,50,50,50,0,50,50,50,100,85,85,100,85,50,70
1,30,40,50,40,50,50,50,50,50,30,0,85,30,50,30,50
0,0,100,0,15,15,85,50,50,50,50,85,50,50,50,50,15
1,7,0,9,8,2,0,10,8,3,9,0,10,0,3,5,10
0,30,85,15,40,15,85,100,85,85,100,100,100,85,60,100,40
1,100,15,100,85,85,15,60,85,100,100,85,100,0,100,70,100
1,100,0,100,85,85,40,100,100,100,100,100,100,0,100,50,85
0,0,100,15,50,15,60,50,40,100,100,100,70,100,30,100,10
0,0,85,40,50,50,40,50,15,85,85,85,70,100,70,85,60
1,100,0,100,85,70,60,100,100,100,100,85,100,0,50,100,100
1,100,0,100,70,70,40,70,50,70,60,70,85,0,70,60,85
1,85,0,100,60,70,70,60,50,85,60,70,70,30,85,100,85
0,15,85,50,85,100,70,100,100,100,100,100,100,85,100,100,100
0,15,15,100,85,85,70,85,85,100,85,85,100,85,85,85,100
1,100,0,100,100,65,0,100,50,1,80,1,100,0,50,1,100
0,0,100,0,50,0,15,50,50,85,30,100,15,100,15,70,50
1,72,0,75,100,60,40,100,100,80,100,55,95,30,85,50,75
1,80,0,100,100,60,20,100,100,100,100,50,100,0,50,60,50
1,60,0,100,100,50,0,100,100,100,100,0,100,0,40,50,50
0,16,100,60,60,70,70,86,70,100,100,86,100,86,70,100,70
0,0,100,10,0,15,30,50,50,100,100,70,70,100,40,100,50
1,100,0,100,85,100,50,50,50,50,85,70,100,0,70,50,70
0,15,85,50,50,70,75,50,40,100,85,95,85,85,70,85,85
1,70,0,85,100,100,40,100,100,100,100,15,100,0,60,100,60
1,70,0,100,70,70,40,85,70,50,50,30,85,0,50,60,85
0,60,85,85,50,60,60,50,60,100,100,85,100,85,60,100,85
0,0,100,0,50,15,15,50,50,100,50,100,85,85,15,100,30
0,0,100,70,60,15,70,60,30,70,70,100,70,70,60,85,85
0,0,100,0,0,0,50,0,0,85,60,30,0,0,100,0,0
1,90,0,100,30,60,45,95,50,35,55,55,95,10,65,50,75
0,40,70,50,60,40,80,60,30,90,80,95,90,100,85,90,85
1,100,15,100,85,70,0,85,85,100,85,70,85,70,100,75,100
0,25,80,40,25,50,20,90,80,85,80,70,85,85,55,90,80
1,70,0,100,50,50,40,50,50,85,100,85,100,40,85,70,85
1,80,0,85,80,40,10,85,85,60,75,70,85,0,60,70,85
0,0,85,30,60,40,70,50,40,85,85,70,40,50,30,100,40
0,75,70,100,30,75,75,85,50,90,50,99,100,100,90,100,90
1,100,0,100,70,50,60,60,60,85,70,70,85,50,50,85,85
1,100,0,100,100,100,30,85,85,85,100,85,100,85,100,70,100
0,50,70,70,50,40,40,85,70,100,100,85,70,70,70,70,70
0,70,90,90,40,60,40,85,85,100,85,100,100,40,60,100,100
0,70,70,50,50,50,50,50,50,100,50,85,85,85,50,50,50
0,0,100,50,60,70,40,0,15,100,100,100,70,100,70,85,100
1,100,0,100,85,85,60,85,85,85,85,85,100,15,70,85,85
1,100,0,60,100,100,85,100,100,85,100,70,100,70,100,85,100
1,85,15,100,60,60,40,60,50,100,50,100,85,40,85,85,85
1,85,0,100,85,95,60,100,95,60,100,30,100,0,50,85,70
1,75,15,85,60,50,40,60,50,50,85,75,100,50,50,50,75
0,40,70,100,75,60,70,85,85,85,100,95,85,60,60,90,70
1,100,0,90,90,90,50,100,75,0,90,90,100,90,50,90,90
1,95,0,100,85,85,10,100,100,55,100,75,100,0,85,85,85
0,30,50,60,50,50,65,50,50,50,50,100,100,50,85,70,60
1,70,0,85,100,85,30,100,60,40,85,50,100,0,85,30,85
0,0,100,70,60,60,85,30,50,100,100,100,60,100,70,100,85
1,90,0,85,50,50,50,50,50,50,50,50,85,0,85,25,50
0,0,85,0,60,100,85,100,85,100,100,100,60,100,60,100,40
0,0,95,50,30,70,50,0,50,85,50,100,60,85,60,100,60
1,70,0,90,50,30,30,80,80,30,70,30,90,10,50,50,80
0,60,70,70,50,40,40,50,50,85,50,85,85,85,70,85,85
1,85,0,85,40,50,70,100,85,30,85,85,100,15,85,85,100
0,40,60,100,30,0,60,50,15,85,85,100,85,60,85,85,85
0,30,70,70,85,85,60,70,40,70,70,100,85,70,85,85,70
